id,powiat,populacja_ogolem,populacja_produkcyjna,stadiony,hale_sportowe,sale_gimnastyczne,korty_tenisowe,plywalnie,wodociagi,drogi_utwardzone,drogi_gruntowe,gaz,technika_zawodowki,sciezki_rowerowe_na_obszar,sciezki_rowerowe_na_ludnosc,przystanki_zbiorkom,licea,kanalizacja,wynagrodzenia,odbior_odpadow,koszty_odpadow,szkoly_podstawowe
157,"Powiat płoński",86671,52154,2,3,1,0,1,79804,103.0,163.9,80.0,127.4,24540,23,183.4,2.92,374,6,31452,4826.77,0.0,0.00,43,
158,"Powiat pruszkowski",166679,96092,4,4,0,6,1,142515,287.7,42.5,88.5,13.1,143446,26,5326.8,7.87,535,13,133525,6295.40,0.0,0.00,40,
159,"Powiat przasnyski",52101,31137,4,0,1,2,1,50183,70.7,165.4,23.8,55.6,441,21,562.1,13.15,262,5,26398,4638.79,0.0,0.00,28,
160,"Powiat przysuski",41126,24771,4,1,1,0,1,37429,72.3,140.8,32.0,62.4,50,24,54.9,1.07,202,2,15922,4653.63,0.0,0.00,25,
161,"Powiat pułtuski",51741,31238,2,2,1,2,1,45946,87.9,140.6,68.7,109.8,10143,24,82.2,1.31,230,3,22200,4644.71,0.0,0.00,24,
162,"Powiat radomski",152190,93268,7,2,3,1,0,138864,95.2,95.7,20.4,20.5,46580,26,212.4,2.14,615,3,61417,4362.35,0.0,0.00,80,
163,"Powiat siedlecki",81385,49299,1,1,4,1,0,72787,72.6,143.0,23.8,46.9,10970,165.9,3.27,1062,32269,4503.92,0.0,0.00,46,
164,"Powiat sierpecki",51534,31638,5,0,0,0,0,49011,91.5,151.3,26.6,44.0,4090,24,88.0,1.46,238,5,22001,4613.59,0.0,0.00,22,
165,"Powiat sochaczewski",84804,50324,5,4,3,2,1,79140,103.7,89.9,28.5,24.7,4880,23,503.5,4.36,498,6,39927,5741.89,0.0,0.00,36,
166,"Powiat sokołowski",53294,31177,4,0,0,1,1,46518,70.3,149.3,28.4,60.4,8003,25,381.9,8.11,339,4,20955,4792.94,0.0,0.00,26,
167,"Powiat szydłowiecki",39340,24111,2,0,3,2,0,36746,90.1,103.5,26.4,30.3,7206,15,340.9,3.91,260,2,13634,4157.78,0.0,0.00,24,
168,"Powiat warszawski zachodni",120144,70487,9,5,4,5,2,103476,125.8,55.9,47.4,21.1,100579,18,1556.8,6.92,513,7,81526,5990.54,0.0,0.00,42,
169,"Powiat węgrowski",65410,38651,5,0,0,0,0,57395,63.3,118.1,91.6,170.9,10937,28,197.4,3.68,252,5,24568,4589.75,0.0,0.00,36,
170,"Powiat wołomiński",252408,151286,6,5,5,7,2,195470,115.4,43.6,79.3,30.0,192353,20,1195.5,4.52,700,11,177509,4997.04,0.0,0.00,83,
171,"Powiat wyszkowski",74210,44867,3,3,4,1,0,69138,86.3,102.0,48.4,57.1,30361,24,818.1,9.66,312,5,42748,4404.79,0.0,0.00,43,
172,"Powiat zwoleński",35875,21702,2,0,0,0,0,25695,105.9,169.2,39.6,63.4,3993,25,57.6,0.92,195,1,11310,4508.69,0.0,0.00,17,
173,"Powiat żuromiński",38202,23250,4,2,7,0,0,37312,73.3,154.7,55.6,117.4,11,24,328.5,6.94,142,2,12806,4384.30,0.0,0.00,26,
174,"Powiat żyrardowski",75370,43828,5,7,8,6,1,69186,111.9,79.1,19.0,13.4,33864,25,839.4,5.93,496,5,46262,5113.05,0.0,0.00,28,
175,"Powiat m.Ostrołęka",51656,30055,1,2,0,7,0,48898,367.9,23.8,41.8,2.7,44105,24,8756.7,5.67,173,6,47379,5712.81,76.0,429.89,12,
176,"Powiat m.Płock",118268,68107,2,3,3,4,3,114006,240.2,17.9,17.4,1.3,72124,22,7269.4,5.41,386,13,107131,6526.04,86.6,804.64,27,
177,"Powiat m.Radom",209296,121775,2,2,2,2,2,200675,282.2,15.1,25.8,1.4,167551,24,9051.9,4.84,575,16,192178,5033.24,62.3,631.15,45,
178,"Powiat m.Siedlce",77813,44116,2,2,1,3,0,74833,436.0,17.9,97.9,4.0,63117,24,13308.2,5.45,256,8,73272,5187.54,70.6,570.68,18,
179,"Powiat m. st. Warszawa",1794166,1020307,18,41,60,94,47,1725657,423.3,12.2,31.8,0.9,1297701,24,13071.3,3.77,4196,174,1701091,7147.46,91.1,1776.41,408,
180,"Powiat brzeski",89282,53726,4,4,5,3,0,87323,59.3,58.2,26.2,25.7,53367,27,251.2,2.46,398,3,75171,4825.14,0.0,0.00,31,
181,"Powiat głubczycki",45015,27250,9,1,0,3,1,42913,76.7,114.5,10.5,15.7,21705,18,113.0,1.69,168,2,27848,4703.75,0.0,0.00,19,
182,"Powiat kędzierzyńsko-kozielski",93001,56446,9,1,3,4,2,92423,90.7,61.0,7.8,5.2,51694,24,932.6,6.27,447,3,73756,5572.19,0.0,0.00,37,
183,"Powiat kluczborski",65026,40253,6,4,0,4,1,61394,65.6,85.9,3.0,4.0,30602,25,288.8,3.78,345,4,41702,4777.86,0.0,0.00,26,
184,"Powiat krapkowicki",63196,39303,8,3,3,8,3,62460,88.5,61.9,10.4,7.2,26105,27,670.0,4.68,175,2,45361,5548.87,0.0,0.00,27,
185,"Powiat namysłowski",42543,25682,5,1,0,3,1,41065,56.7,99.7,15.9,27.9,15224,25,454.4,7.99,160,1,26643,4807.10,0.0,0.00,23,
186,"Powiat nyski",134864,81581,22,8,2,9,2,127909,73.4,66.6,54.9,49.8,67997,24,589.1,5.35,748,6,97682,4637.57,0.0,0.00,60,
187,"Powiat oleski",63788,39202,4,2,1,3,3,60510,72.3,110.4,16.4,25.1,9089,24,586.6,8.95,468,4,30055,4479.24,0.0,0.00,37,
188,"Powiat opolski",123532,77217,11,6,2,22,1,121060,63.1,78.3,18.4,22.9,20125,19,458.8,5.70,477,5,95160,4720.08,0.0,0.00,57,
189,"Powiat prudnicki",54765,33165,3,3,1,5,2,52639,67.1,70.0,12.3,12.9,23253,24,664.9,6.94,217,2,30452,4446.16,0.0,0.00,23,
190,"Powiat strzelecki",73923,46012,6,2,1,2,2,73054,88.3,88.9,19.2,19.3,15790,26,526.7,5.30,253,2,56840,4854.78,0.0,0.00,35,
191,"Powiat m.Opole",127839,73781,5,4,5,1,2,124662,203.3,23.7,12.3,1.4,93447,25,6978.8,8.13,481,9,121242,5523.14,74.9,701.74,31,
192,"Powiat bieszczadzki",21489,13485,2,1,0,6,2,15339,21.8,115.4,51.2,271.2,285,20,168,1,10444,4445.97,0.0,0.00,11,
193,"Powiat brzozowski",65373,39965,18,0,0,2,1,15544,85.7,70.7,17.4,14.3,51804,24,148.3,1.22,329,2,38266,4206.54,0.0,0.00,41,
194,"Powiat dębicki",134991,82953,19,3,4,5,4,110272,142.2,81.9,13.0,7.5,117901,27,383.3,2.21,673,7,89816,4631.33,0.0,0.00,73,
195,"Powiat jarosławski",119727,73386,18,5,21,1,1,111376,83.9,72.1,21.9,18.8,89810,27,137.1,1.18,591,7,88522,4541.33,0.0,0.00,71,
196,"Powiat jasielski",112863,69800,10,1,3,9,1,54181,100.7,74.1,18.9,13.9,98892,29,21.7,0.16,771,7,67345,4560.20,0.0,0.00,73,
197,"Powiat kolbuszowski",62039,39513,15,1,0,1,2,56895,85.9,107.1,20.0,24.9,39926,27,147.4,1.84,246,1,38609,4220.93,0.0,0.00,42,
198,"Powiat krośnieński",111905,67906,27,4,6,5,0,57859,80.1,71.1,8.2,7.3,99318,19,4.0,0.04,687,5,81046,4050.39,0.0,0.00,67,
199,"Powiat leżajski",68996,42643,16,0,1,0,2,65744,83.6,70.7,12.7,10.8,43827,30,349.5,2.96,255,2,46453,4435.95,0.0,0.00,32,
200,"Powiat lubaczowski",54711,34037,14,1,3,2,1,52081,49.7,119.0,16.8,40.3,25326,25,243.8,5.83,246,2,41509,4214.71,0.0,0.00,27,
201,"Powiat łańcucki",81226,48730,13,1,0,11,1,76694,113.9,63.4,6.7,3.7,62752,20,128.4,0.71,352,4,67611,4327.10,0.0,0.00,39,
202,"Powiat mielecki",136441,82884,19,2,1,11,0,132196,117.1,75.6,15.7,10.2,95864,26,864.3,5.58,607,9,92064,4729.31,0.0,0.00,61,
203,"Powiat niżański",66221,42138,12,1,1,14,0,57431,89.1,105.7,12.2,14.5,34798,24,745.9,8.85,259,3,42755,4197.13,0.0,0.00,37,
204,"Powiat przemyski",73919,46667,12,0,3,0,0,45072,68.6,112.4,30.1,49.4,40046,17,38.8,0.64,430,2,47481,4126.82,0.0,0.00,56,
205,"Powiat przeworski",77979,47900,17,4,1,2,1,69466,101.4,90.8,23.7,21.2,50822,24,44.4,0.40,269,6,61547,4255.41,0.0,0.00,44,
206,"Powiat ropczycko-sędziszowski",74573,45693,11,0,1,2,1,59817,108.4,79.7,66.7,49.0,48570,28,144.1,1.06,244,3,40311,4401.73,0.0,0.00,45,
207,"Powiat rzeszowski",170550,104898,42,3,9,11,4,137780,115.3,77.6,52.9,35.6,119717,26,345.2,2.32,1210,8,125121,4614.22,0.0,0.00,94,
208,"Powiat sanocki",93818,56882,14,4,1,5,1,63486,48.2,59.4,17.3,21.3,75523,25,45.0,0.55,498,2,71329,4431.17,0.0,0.00,50,
209,"Powiat stalowowolski",105431,63446,7,1,3,17,3,100387,66.3,52.3,15.7,12.4,80780,25,1145.8,9.04,496,7,73033,4777.46,0.0,0.00,35,
210,"Powiat strzyżowski",61161,37944,2,0,1,3,1,32557,101.9,83.8,7.5,6.2,44856,23,59.6,0.49,363,1,21776,4052.65,0.0,0.00,44,
211,"Powiat tarnobrzeski",52720,32636,9,0,0,3,1,51174,101.1,99.9,27.6,27.3,40845,24,124.7,1.23,220,2,36810,4723.98,0.0,0.00,27,
212,"Powiat leski",26375,16228,2,1,2,3,3,16234,28.6,90.7,1.6,5.0,6636,20,2.4,0.08,180,1,13812,4832.85,0.0,0.00,18,
213,"Powiat m.Krosno",45944,26467,2,1,10,8,2,43455,301.1,28.5,20.7,2.0,43324,26,5172.4,4.90,258,7,41672,4424.93,70.9,646.25,14,
214,"Powiat m.Przemyśl",59779,34828,1,1,0,4,2,57021,342.6,26.5,48.7,3.8,43330,26,7602.3,5.87,229,5,55462,4522.95,73.6,822.25,20,
215,"Powiat m.Rzeszów",196638,116935,4,7,10,17,4,193203,243.0,15.6,0.0,0.0,172599,27,13111.1,8.44,638,19,188985,5518.24,70.8,748.29,52,
216,"Powiat m.Tarnobrzeg",46360,27576,1,1,1,4,1,45621,161.0,29.7,9.5,1.7,43274,26,3290.4,6.06,170,8,40960,4578.25,69.6,936.09,11,
217,"Powiat augustowski",57651,35380,1,1,0,2,1,49411,45.2,130.1,60.8,175.0,150,26,344.1,9.90,254,2,33750,5009.19,0.0,0.00,31,
218,"Powiat białostocki",150845,92462,10,0,2,5,1,134962,58.0,114.4,51.4,101.5,37633,17,457.6,9.03,1340,2,93868,4456.25,0.0,0.00,47,
219,"Powiat bielski",53695,31242,1,0,0,0,0,48932,56.8,146.5,74.8,193.1,128,25,235.4,6.07,372,3,28277,5547.83,0.0,0.00,20,
220,"Powiat grajewski",46792,29004,2,1,0,0,1,41328,72.5,150.0,32.9,68.0,68,24,85.8,1.77,376,2,24791,4970.21,0.0,0.00,20,
221,"Powiat hajnowski",41991,23743,6,0,2,4,1,38816,41.7,161.2,50.9,196.8,58,18,226.7,8.76,482,3,26522,5165.59,0.0,0.00,15,
222,"Powiat kolneński",37887,24035,3,2,5,0,2,30830,59.7,148.2,46.1,114.3,25,61.7,1.53,146,2,12488,4475.28,0.0,0.00,24,
223,"Powiat łomżyński",50819,31811,3,1,1,1,0,41930,57.7,153.7,78.1,208.1,1109,19,156.5,4.17,393,1,10726,5174.98,0.0,0.00,30,
224,"Powiat moniecki",40070,24959,1,2,2,2,1,32576,40.1,138.2,74.6,257.3,189,19,62.2,2.15,298,1,18527,4601.73,0.0,0.00,16,
225,"Powiat sejneński",19689,12011,2,2,1,0,0,15239,51.7,224.3,115.9,503.5,18,188.3,8.18,97,2,5272,4486.11,0.0,0.00,8,
226,"Powiat siemiatycki",43618,26486,5,1,1,1,0,38152,57.6,192.7,57.4,192.1,6702,11,235.0,7.86,417,3,16050,4473.99,0.0,0.00,18,
227,"Powiat sokólski",65883,40331,4,0,0,3,1,52940,49.3,153.7,52.9,164.9,14,22,58.9,1.84,405,3,27888,4528.86,0.0,0.00,33,
228,"Powiat suwalski",35577,21894,0,1,1,0,0,30037,60.0,220.5,57.1,209.7,3,9,221.9,8.15,322,12897,4201.41,0.0,0.00,18,
229,"Powiat wysokomazowiecki",56408,33770,4,0,1,3,1,52992,88.2,201.6,142.5,325.6,3343,24,217.2,4.96,469,3,18241,5071.35,0.0,0.00,25,
230,"Powiat zambrowski",43191,26379,1,2,0,1,1,41217,70.2,119.1,16.1,27.4,1854,26,207.3,3.52,219,3,23540,4775.36,0.0,0.00,18,
231,"Powiat m.Białystok",296958,176815,5,2,12,2,6,289719,353.6,12.2,34.2,1.2,269850,24,15558.6,5.35,684,26,286412,5126.79,91.7,499.16,78,
232,"Powiat m.Łomża",62573,37488,1,0,0,4,2,60928,319.3,16.7,22.3,1.2,14433,21,11141.7,5.82,196,8,59012,4872.37,71.5,369.23,10,
233,"Powiat m.Suwałki",69639,42802,2,1,1,5,1,67169,199.8,18.8,33.1,3.1,15348,20,14547.4,13.68,250,5,66066,4562.69,79.0,481.81,13,
234,"Powiat bytowski",79114,48190,4,1,5,4,0,73728,52.4,145.2,39.5,109.5,16361,22,229.9,6.37,543,3,60487,4905.51,0.0,0.00,40,
235,"Powiat chojnicki",97661,58250,5,1,0,1,0,92585,56.0,78.2,66.3,92.6,37298,29,1436.7,20.07,550,6,80367,4395.70,0.0,0.00,38,
236,"Powiat człuchowski",55835,33647,8,1,2,4,0,53321,41.8,117.8,21.8,61.6,2320,20,302.2,8.53,315,4,44788,4569.32,0.0,0.00,23,
237,"Powiat gdański",120327,73665,4,2,0,1,0,117847,109.1,72.0,95.1,62.7,76060,16,1133.9,7.48,473,4,101110,5014.67,0.0,0.00,44,
238,"Powiat kartuski",141892,84106,7,4,7,2,2,137332,81.8,64.6,65.4,51.7,46046,28,939.7,7.42,665,6,84494,4508.01,0.0,0.00,68,
239,"Powiat kościerski",72923,43614,6,4,3,2,0,62277,62.3,99.5,53.6,85.7,1832,29,304.5,4.87,246,2,53508,4328.66,0.0,0.00,36,
240,"Powiat kwidzyński",82963,50566,12,6,8,2,2,79665,59.6,60.0,36.3,36.5,40988,27,750.0,7.55,641,6,61960,4824.01,0.0,0.00,29,
241,"Powiat lęborski",66083,39655,2,1,0,7,1,62480,52.8,56.6,17.8,19.1,34986,30,775.7,8.31,347,3,50438,4800.59,0.0,0.00,26,
242,"Powiat malborski",63204,37985,4,2,1,7,0,62709,82.0,64.1,39.5,30.9,34782,27,1179.6,9.22,288,4,49607,4559.54,0.0,0.00,19,
243,"Powiat nowodworski",35438,21800,3,1,0,5,1,34945,68.2,129.7,14.2,26.9,5796,29,284.8,5.42,257,1,25283,4735.14,0.0,0.00,15,
244,"Powiat pucki",87568,53494,8,7,4,5,1,85998,90.4,60.0,23.2,15.4,27866,24,2002.8,13.29,420,5,77725,4741.10,0.0,0.00,34,
245,"Powiat słupski",98832,60610,13,3,8,14,0,94476,51.7,120.6,47.4,110.4,20463,18,378.9,8.83,651,2,81099,4696.62,0.0,0.00,42,
246,"Powiat starogardzki",128210,77865,8,6,3,3,0,118584,54.8,57.5,73.6,77.2,39405,24,500.2,5.25,517,3,83401,4969.91,0.0,0.00,46,
247,"Powiat tczewski",115220,69403,4,2,5,3,1,112537,74.2,44.9,34.8,21.1,64190,25,621.1,3.76,511,7,99269,5031.71,0.0,0.00,38,
248,"Powiat wejherowski",219457,132014,12,5,2,14,1,207516,68.0,39.8,36.4,21.3,107302,26,570.3,3.34,938,8,181964,4620.89,0.0,0.00,66,
249,"Powiat sztumski",41104,25287,2,0,1,3,0,35394,59.3,105.3,20.6,36.6,15166,22,403.7,7.18,208,2,25785,4719.00,0.0,0.00,17,
250,"Powiat m.Gdańsk",470805,270425,9,17,36,43,9,470805,282.3,15.7,26.9,1.5,350725,23,7749.3,4.31,1208,34,454551,6490.53,64.8,920.94,109,
251,"Powiat m.Gdynia",244969,139885,2,5,1,8,1,240601,246.2,13.6,16.8,0.9,184095,25,5061.4,2.79,636,14,232512,5848.66,71.9,787.11,46,
252,"Powiat m.Słupsk",89780,51545,3,3,1,2,1,88340,308.2,14.8,18.5,0.9,74179,23,11286.2,5.42,235,16,85161,4841.90,68.0,408.11,19,
253,"Powiat m.Sopot",35286,19256,5,1,1,56,3,35276,330.4,16.2,11.6,0.6,28958,21,12905.1,6.32,101,5,35275,6529.10,78.1,926.62,12,
254,"Powiat będziński",147259,85369,17,1,1,12,1,146873,183.9,45.5,18.8,4.7,100578,27,1452.8,3.59,819,6,101057,4643.65,0.0,0.00,44,
255,"Powiat bielski",166348,99556,16,7,3,16,4,143980,253.5,69.9,39.1,10.8,137513,29,584.3,1.61,579,4,91844,4819.89,0.0,0.00,57,
256,"Powiat cieszyński",177536,104909,11,6,9,24,10,146623,214.6,88.3,19.4,8.0,135837,24,421.8,1.73,434,7,110710,4660.69,0.0,0.00,66,
257,"Powiat częstochowski",134106,81642,12,7,6,4,1,122845,95.1,107.9,29.6,33.6,38471,21,296.3,3.36,974,2,61350,4603.86,0.0,0.00,75,
258,"Powiat gliwicki",115416,69776,3,2,0,6,2,114826,107.2,61.7,15.7,9.0,56780,28,257.4,1.48,443,3,76580,4696.57,0.0,0.00,41,
259,"Powiat kłobucki",84330,51560,15,2,0,3,1,80554,103.5,109.1,22.9,24.1,1028,21,87.8,0.92,569,3,47545,4087.42,0.0,0.00,46,
260,"Powiat lubliniecki",76109,46680,9,0,0,1,1,72207,110.4,119.3,38.4,41.5,15679,26,1002.1,10.83,265,4,56908,4660.07,0.0,0.00,37,
261,"Powiat mikołowski",99202,59127,4,2,8,5,1,98132,201.5,47.3,22.2,5.2,58259,27,175.9,0.41,430,2,72760,5002.48,0.0,0.00,33,
262,"Powiat myszkowski",70486,41721,5,0,1,4,1,64132,203.0,138.1,43.8,29.8,33250,25,388.1,2.64,423,3,27748,4532.46,0.0,0.00,34,
263,"Powiat pszczyński",111814,68718,10,5,3,5,3,111294,131.8,55.5,20.9,8.8,84674,24,498.8,2.10,425,5,79094,4674.30,0.0,0.00,42,
264,"Powiat raciborski",107410,66368,13,7,22,9,3,105412,110.0,55.7,9.9,5.0,52910,25,1004.1,5.08,415,4,63825,5199.24,0.0,0.00,48,
265,"Powiat rybnicki",78166,47343,4,0,3,1,1,76553,191.5,54.8,19.3,5.5,20982,25,120.7,0.35,209,1,35057,4686.71,0.0,0.00,27,
266,"Powiat tarnogórski",140780,83605,7,4,2,9,1,138995,104.9,48.0,21.2,9.7,79207,25,242.2,1.11,404,6,102602,4858.37,0.0,0.00,53,
267,"Powiat bieruńsko-lędziński",59823,36671,6,4,1,1,2,59406,226.2,59.8,13.2,3.5,32568,26,2402.8,6.35,252,1,55122,4649.07,0.0,0.00,13,
268,"Powiat wodzisławski",156579,93744,7,2,11,8,5,152503,259.2,47.5,3.7,0.7,62366,27,631.2,1.16,273,5,106560,4323.10,0.0,0.00,48,
269,"Powiat zawierciański",116672,68121,8,3,6,2,1,112170,116.7,100.2,33.8,29.1,54690,26,404.1,3.47,615,7,64530,5001.44,0.0,0.00,46,
270,"Powiat żywiecki",152199,92667,7,2,1,18,1,92321,110.3,75.4,17.6,12.0,22092,28,126.0,0.86,651,9,122255,5011.50,0.0,0.00,76,
271,"Powiat m.Bielsko-Biała",169756,95815,5,6,2,20,2,166436,413.5,30.3,34.9,2.6,156630,24,2770.9,2.03,433,24,145842,5321.66,27.6,840.92,51,
272,"Powiat m.Bytom",163255,97082,2,3,3,3,1,163237,250.6,10.7,8.4,0.4,133354,24,4262.7,1.81,297,7,163238,5117.47,87.3,627.84,31,
273,"Powiat m.Chorzów",106846,63128,4,2,4,3,2,106817,395.3,12.3,5.1,0.2,86292,21,9265.9,2.88,184,7,84355,4910.73,82.6,744.39,28,
274,"Powiat m.Częstochowa",217530,123614,8,8,4,4,3,209609,260.8,19.1,110.4,8.1,163404,23,5322.1,3.91,814,18,192109,4875.71,100.0,520.24,69,
275,"Powiat m.Dąbrowa Górnicza",118285,67759,0,1,0,0,0,117402,183.3,29.3,10.9,1.7,91728,28,2172.4,3.47,213,8,105022,5811.72,89.1,873.52,32,
276,"Powiat m.Gliwice",177049,102034,4,5,4,19,4,173185,256.3,19.4,13.7,1.0,146291,27,3622.6,2.74,397,13,160497,6164.02,76.1,582.39,39,
277,"Powiat m.Jastrzębie-Zdrój",88038,52282,1,3,3,1,1,87959,292.7,28.4,21.9,2.1,72937,22,3468.9,3.36,201,7,76658,8377.01,98.3,506.89,23,
278,"Powiat m.Jaworzno",90368,54475,4,5,3,4,1,89293,208.5,35.2,5.2,0.9,32522,25,1946.4,3.29,406,4,80496,5976.30,91.2,541.80,25,
279,"Powiat m.Katowice",290553,168371,2,8,17,21,6,286166,296.1,16.8,17.7,1.0,221529,21,5624.4,3.19,725,21,277658,6525.94,74.3,489.90,81,
280,"Powiat m.Mysłowice",74559,44751,3,1,4,0,0,74496,271.9,23.9,19.0,1.7,55621,24,350.5,0.31,229,2,62827,4763.73,49.8,781.44,19,
281,"Powiat m.Piekary Śląskie",54702,32186,1,1,3,6,0,54636,299.6,21.9,25.0,1.8,31527,24,2376.2,1.74,108,2,49006,5375.03,79.1,782.21,14,
282,"Powiat m.Ruda Śląska",136423,80962,3,1,2,9,3,135200,295.4,16.8,20.1,1.1,96978,21,4155.4,2.37,270,4,121680,4816.21,87.9,843.82,31,
283,"Powiat m.Rybnik",137128,81431,3,1,11,8,3,133433,261.3,28.3,14.7,1.6,80901,25,1914.3,2.07,368,8,108984,4987.77,95.0,606.00,38,
284,"Powiat m.Siemianowice Śląskie",66270,38545,1,4,4,5,2,66210,391.0,15.0,0.0,0.0,60178,26,13254.9,5.10,136,5,66212,5005.69,81.0,756.08,14,
285,"Powiat m.Sosnowiec",197586,112366,7,3,5,7,3,197539,352.1,16.2,18.4,0.9,144550,26,5490.9,2.53,154,13,181213,5008.83,86.4,677.74,42,
286,"Powiat m.Świętochłowice",49108,28785,2,0,4,2,2,49040,502.6,13.6,0.0,0.0,36551,19,7888.8,2.14,82,3,49037,4609.16,78.3,838.97,10,
287,"Powiat m.Tychy",126871,72937,1,1,2,1,1,126838,291.3,18.8,35.1,2.3,107744,23,8189.7,5.28,400,5,126837,5269.32,91.8,584.09,28,
288,"Powiat m.Zabrze",170924,102546,5,4,8,1,2,168068,341.2,16.0,0.0,0.0,131902,23,3184.1,1.50,220,11,157540,5232.59,90.9,980.39,47,
289,"Powiat m.Żory",62844,36464,2,1,0,1,0,62832,261.6,26.9,35.1,3.6,57176,20,3480.8,3.58,180,4,61489,4781.16,90.9,363.14,19,
290,"Powiat buski",71125,42059,4,0,1,3,2,64830,145.7,198.3,25.5,34.7,30673,25,176.7,2.40,1053,3,37111,4375.49,0.0,0.00,30,
291,"Powiat jędrzejowski",84908,49861,6,1,0,3,2,66034,90.1,133.4,7.4,10.9,1569,24,137.6,2.04,1160,5,32427,4969.29,0.0,0.00,50,
292,"Powiat kazimierski",33340,20168,4,1,1,2,1,26700,181.5,229.9,52.3,66.2,37,23,289.0,3.66,538,1,10230,4235.96,0.0,0.00,15,
293,"Powiat kielecki",210992,131651,14,3,6,7,4,202694,88.4,94.1,15.9,16.9,22902,24,403.4,4.29,2578,5,113995,4355.66,0.0,0.00,116,
294,"Powiat konecki",79072,46946,4,3,3,0,2,68598,74.1,106.8,24.2,34.8,21307,23,336.9,4.86,806,3,39970,4481.58,0.0,0.00,34,
295,"Powiat opatowski",51525,30881,6,0,0,1,2,43113,131.0,231.6,30.4,53.8,15419,26,214.1,3.78,963,4,18101,4269.94,0.0,0.00,30,
296,"Powiat ostrowiecki",107711,62935,5,1,0,2,1,102549,129.0,73.9,32.1,18.4,65092,27,1183.6,6.78,921,6,75005,4448.08,0.0,0.00,37,
297,"Powiat pińczowski",38487,22838,3,1,0,0,1,35460,96.1,153.1,10.3,16.4,2525,16,101.2,1.61,556,1,20211,4445.79,0.0,0.00,25,
298,"Powiat sandomierski",76346,45692,7,1,0,1,1,67072,150.2,133.0,25.8,22.9,43984,25,230.8,2.04,789,7,29817,4966.33,0.0,0.00,46,
299,"Powiat skarżyski",73163,42476,3,2,0,2,1,70581,95.3,51.5,17.3,9.3,45390,24,88.5,0.48,472,3,53381,4758.09,0.0,0.00,28,
300,"Powiat starachowicki",88549,51777,1,2,0,2,1,84753,89.6,53.0,13.0,7.7,52565,28,263.7,1.56,790,5,65515,4690.70,0.0,0.00,42,
301,"Powiat staszowski",71250,42918,5,2,4,4,2,66301,149.3,193.8,39.5,51.3,19758,24,126.5,1.64,971,4,38748,4825.77,0.0,0.00,31,
302,"Powiat włoszczowski",44743,26749,5,1,2,1,1,37733,73.1,148.4,28.1,56.9,912,28,110.1,2.23,651,3,23317,4722.28,0.0,0.00,22,
303,"Powiat m.Kielce",193415,110628,4,8,5,17,5,185614,257.1,14.6,58.2,3.3,161110,23,5827.6,3.30,587,18,174692,5218.61,96.1,662.43,46,
304,"Powiat bartoszycki",56562,34435,11,1,0,4,0,54051,40.6,93.8,40.1,92.8,23373,24,123.9,2.86,279,4,39540,4589.11,0.0,0.00,25,
305,"Powiat braniewski",40776,25482,3,0,0,3,1,37492,35.8,105.5,21.4,63.1,21,76.6,2.26,194,2,28345,4460.29,0.0,0.00,17,
306,"Powiat działdowski",64768,39661,4,2,2,3,0,60457,58.4,86.0,42.7,62.8,31497,25,265.2,3.91,304,5,42953,4145.80,0.0,0.00,31,
307,"Powiat elbląski",56986,35132,3,0,2,1,0,53989,64.0,159.0,16.5,41.0,1848,25,240.2,5.97,435,2,27882,4268.29,0.0,0.00,24,
308,"Powiat ełcki",91395,56208,2,2,0,6,1,86847,47.1,57.4,22.5,27.4,40444,24,231.0,2.81,373,5,73189,4364.74,0.0,0.00,25,
309,"Powiat giżycki",56227,33989,5,4,4,6,1,53492,35.6,71.0,23.7,47.2,33406,20,119.7,2.38,226,4,46346,4515.13,0.0,0.00,20,
310,"Powiat iławski",92644,55970,7,3,1,13,1,89556,61.0,91.3,47.2,70.5,28830,27,483.0,7.22,385,3,70698,4219.71,0.0,0.00,40,
311,"Powiat kętrzyński",61772,37349,3,3,3,4,0,58567,42.8,84.1,34.4,67.6,31839,22,336.4,6.60,248,5,44467,4560.67,0.0,0.00,20,
312,"Powiat lidzbarski",40852,24843,3,3,1,4,0,38312,37.6,85.2,39.9,90.4,9568,24,273.5,6.19,265,3,26008,4356.34,0.0,0.00,19,
313,"Powiat mrągowski",49439,30555,4,1,2,2,0,49012,35.0,75.5,38.6,83.2,21009,20,143.6,3.09,195,3,37121,4311.00,0.0,0.00,22,
314,"Powiat nidzicki",32638,20102,3,1,0,0,0,29583,54.0,159.0,20.7,60.8,11655,17,280.0,8.24,147,2,20247,4207.91,0.0,0.00,16,
315,"Powiat nowomiejski",43721,26541,4,1,7,1,0,40609,87.1,138.3,37.2,59.1,700,25,425.1,6.75,157,2,21259,3971.83,0.0,0.00,26,
316,"Powiat olecki",33993,20624,2,1,2,11,1,30025,44.2,113.7,72.0,185.1,12205,26,80.1,2.06,161,2,23392,4438.76,0.0,0.00,19,
317,"Powiat olsztyński",127544,79782,8,4,2,7,3,117141,38.2,84.9,30.9,68.9,42459,22,183.9,4.09,781,5,85703,4823.92,0.0,0.00,62,
318,"Powiat ostródzki",103492,62574,5,2,1,5,2,99245,47.1,80.3,35.8,61.0,38429,26,173.2,2.96,383,6,76200,4440.69,0.0,0.00,50,
